Associated Gene Name	Human Ensembl Gene ID	Human Chromosome Name	Human Gene Start (bp)	Human Gene End (bp)	Anole Ensembl Gene ID	Anole Chromosome Name	Anole Chromosome Start (bp)	Anole Chromosome End (bp)	Homology Type
LSMD1	ENSG00000183011	17	7760003	7788556	ENSACAG00000004477	GL343784.1	141687	144072	ortholog_one2one
CHD3	ENSG00000170004	17	7788124	7816078	ENSACAG00000004276	GL343784.1	58286	133887	ortholog_one2one
TRAPPC1	ENSG00000170043	17	7833663	7835441	ENSACAG00000005652	GL343400.1	985831	992125	ortholog_one2one
GUCY2D	ENSG00000132518	17	7905912	7923657	ENSACAG00000005489	GL343400.1	896182	937908	ortholog_one2one
HES7	ENSG00000179111	17	8023908	8027410	ENSACAG00000004904	GL343400.1	526157	535117	apparent_ortholog_one2one
PER1	ENSG00000179094	17	8043790	8059824	ENSACAG00000004715	GL343400.1	436411	458624	ortholog_one2one
VAMP2	ENSG00000220205	17	8062467	8066864	ENSACAG00000023444	GL343400.1	482410	485981	ortholog_one2one
TMEM107	ENSG00000179029	17	8076555	8079717	ENSACAG00000004902	GL343400.1	514729	521124	ortholog_one2one
C17orf59	ENSG00000196544	17	8091652	8093564	ENSACAG00000011402	GL343516.1	222460	223059	ortholog_one2one
CTC1	ENSG00000178971	17	8130191	8151362	ENSACAG00000011534	GL343473.1	552328	567654	ortholog_one2one
SLC25A35	ENSG00000125434	17	8191081	8198661	ENSACAG00000003582	GL343466.1	159822	166064	ortholog_one2one
RANGRF	ENSG00000108961	17	8191815	8193410	ENSACAG00000003563	GL343466.1	168780	181409	ortholog_one2one
ARHGEF15	ENSG00000198844	17	8213559	8225829	ENSACAG00000003870	GL343466.1	36161	52635	apparent_ortholog_one2one
RPL26	ENSG00000161970	17	8280838	8286531	ENSACAG00000015187	2	124479605	124483581	ortholog_one2one
RNF222	ENSG00000189051	17	8294022	8301144	ENSACAG00000017555	2	104853762	104854418	ortholog_one2one
NDEL1	ENSG00000166579	17	8316449	8393729	ENSACAG00000017556	2	104900988	104939017	ortholog_one2one
MYH10	ENSG00000133026	17	8377523	8534079	ENSACAG00000017579	2	104959896	105043660	ortholog_one2one
CCDC42	ENSG00000161973	17	8633252	8648537	ENSACAG00000017669	2	105110163	105120855	ortholog_one2one
MFSD6L	ENSG00000185156	17	8700436	8702667	ENSACAG00000017681	2	105188555	105190522	ortholog_one2one
PIK3R5	ENSG00000141506	17	8782233	8869029	ENSACAG00000017694	2	105263903	105304192	ortholog_one2one
NTN1	ENSG00000065320	17	8924859	9147317	ENSACAG00000017710	2	105387248	105536162	ortholog_one2one
STX8	ENSG00000170310	17	9153789	9479908	ENSACAG00000017716	2	105543026	105636062	ortholog_one2one
WDR16	ENSG00000166596	17	9479944	9546776	ENSACAG00000017726	2	105682948	105724480	ortholog_one2one
USP43	ENSG00000154914	17	9548015	9633001	ENSACAG00000017652	2	105789219	105920659	ortholog_one2one
DHRS7C	ENSG00000184544	17	9674751	9694614	ENSACAG00000016930	2	109449699	109465951	ortholog_one2one
RP11-477N12.3	ENSG00000214978	17	9705703	9725388	ENSACAG00000028705	2	109406732	109438909	ortholog_one2one
GLP2R	ENSG00000065325	17	9725523	9795419	ENSACAG00000016945	2	109354914	109399688	ortholog_one2one
RCVRN	ENSG00000109047	17	9799637	9808938	ENSACAG00000015987	GL343279.1	1369085	1381463	apparent_ortholog_one2one
GAS7	ENSG00000007237	17	9813926	10101868	ENSACAG00000016997	2	109213804	109321439	ortholog_one2one
MYH13	ENSG00000006788	17	10201401	10276447	ENSACAG00000017325	2	109072753	109100735	ortholog_one2one
SCO1	ENSG00000133028	17	10583654	10601692	ENSACAG00000017450	2	108837287	108843762	ortholog_one2one
ADPRM	ENSG00000170222	17	10600911	10614550	ENSACAG00000017451	2	108823636	108829955	ortholog_one2one
TMEM220	ENSG00000187824	17	10602332	10633633	ENSACAG00000029349	2	108814374	108824523	ortholog_one2one
PIRT	ENSG00000233670	17	10726858	10741762	ENSACAG00000021084	2	104784412	104784858	ortholog_one2one
DNAH9	ENSG00000007174	17	11501748	11873485	ENSACAG00000017460	2	103777495	104067911	ortholog_one2one
MAP2K4	ENSG00000065559	17	11924141	12047147	ENSACAG00000017457	2	108743236	108794026	ortholog_one2one
MYOCD	ENSG00000141052	17	12569207	12672266	ENSACAG00000017473	2	108622317	108750010	ortholog_one2one
ARHGAP44	ENSG00000006740	17	12692856	12894960	ENSACAG00000017636	2	105955241	105992727	ortholog_one2one
ELAC2	ENSG00000006744	17	12895708	12921504	ENSACAG00000017398	2	103735152	103776001	ortholog_one2one
COX10	ENSG00000006695	17	13972813	14111994	ENSACAG00000017567	2	106956463	107110230	ortholog_one2one
PMP22	ENSG00000109099	17	15133095	15168643	ENSACAG00000017586	2	106438156	106478264	ortholog_one2one
TEKT3	ENSG00000125409	17	15207128	15244958	ENSACAG00000017595	2	106357382	106385636	ortholog_one2one
TTC19	ENSG00000011295	17	15902694	15948329	ENSACAG00000014927	AAWZ02036535	22178	25068	ortholog_one2one
UBB	ENSG00000170315	17	16284112	16286059	ENSACAG00000020966	AAWZ02039315	3668	4813	ortholog_one2one
TRPV2	ENSG00000187688	17	16318856	16340317	ENSACAG00000006419	AAWZ02039224	205	9121	ortholog_one2one
TNFRSF13B	ENSG00000240505	17	16832849	16875432	ENSACAG00000001475	GL343385.1	755384	758680	ortholog_one2one
MPRIP	ENSG00000133030	17	16945859	17120993	ENSACAG00000001145	GL343500.1	409845	486466	ortholog_one2one
COPS3	ENSG00000141030	17	17150141	17184607	ENSACAG00000004345	GL343500.1	322136	377369	ortholog_one2one
NT5M	ENSG00000205309	17	17206649	17250977	ENSACAG00000004475	GL343500.1	349090	359564	ortholog_one2one
MED9	ENSG00000141026	17	17380300	17396540	ENSACAG00000004505	GL343500.1	295754	298666	ortholog_one2one
RASD1	ENSG00000108551	17	17397751	17399709	ENSACAG00000004515	GL343500.1	284513	288012	ortholog_one2one
PEMT	ENSG00000133027	17	17408877	17495022	ENSACAG00000004525	GL343500.1	244635	263219	ortholog_one2one
RAI1	ENSG00000108557	17	17584787	17714767	ENSACAG00000001421	GL343500.1	60011	65863	ortholog_one2one
SREBF1	ENSG00000072310	17	17713713	17740325	ENSACAG00000001181	GL343500.1	1814	24177	ortholog_one2one
LRRC48	ENSG00000171962	17	17876127	17920203	ENSACAG00000009825	GL343977.1	70366	75754	ortholog_one2one
GID4	ENSG00000141034	17	17942606	17971718	ENSACAG00000009778	GL343977.1	32423	40404	ortholog_one2one
DRG2	ENSG00000108591	17	17991200	18011285	ENSACAG00000009705	GL343977.1	15128	31123	ortholog_one2one
MYO15A	ENSG00000091536	17	18012020	18083116	ENSACAG00000027788	GL344630.1	9137	23721	ortholog_one2one
ALKBH5	ENSG00000091542	17	18086392	18113268	ENSACAG00000009646	GL343618.1	19987	37398	ortholog_one2one
LLGL1	ENSG00000131899	17	18128901	18148189	ENSACAG00000009533	GL343618.1	68699	128930	ortholog_one2one
FLII	ENSG00000177731	17	18148150	18162230	ENSACAG00000009333	GL343618.1	132672	165850	ortholog_one2one
SMCR7	ENSG00000177427	17	18163848	18169866	ENSACAG00000009323	GL343618.1	171121	177721	ortholog_one2one
TOP3A	ENSG00000177302	17	18174742	18218321	ENSACAG00000009174	GL343618.1	177099	191446	ortholog_one2one
SMCR8	ENSG00000176994	17	18218624	18226517	ENSACAG00000009165	GL343618.1	194891	201697	ortholog_one2one
SHMT1	ENSG00000176974	17	18231187	18266856	ENSACAG00000009076	GL343618.1	206498	225361	ortholog_one2one
PRPSAP2	ENSG00000141127	17	18743398	18834581	ENSACAG00000008971	GL343618.1	238327	258939	apparent_ortholog_one2one
SLC5A10	ENSG00000154025	17	18853658	18925908	ENSACAG00000008610	GL343618.1	270462	350953	ortholog_one2one
FAM83G	ENSG00000188522	17	18872102	18908117	ENSACAG00000008950	GL343618.1	283811	326514	ortholog_one2one
EPN2	ENSG00000072134	17	19118928	19240028	ENSACAG00000008479	GL343618.1	375450	397302	ortholog_one2one
B9D1	ENSG00000108641	17	19240867	19281495	ENSACAG00000008466	GL343618.1	403900	407663	ortholog_one2one
MAPK7	ENSG00000166484	17	19281034	19286857	ENSACAG00000007736	GL343220.1	1649808	1663437	ortholog_one2one
MFAP4	ENSG00000166482	17	19286755	19290553	ENSACAG00000007087	GL343287.1	1707797	1719951	ortholog_one2one
RNF112	ENSG00000128482	17	19314438	19320589	ENSACAG00000007106	GL343287.1	1724210	1737027	ortholog_one2one
ALDH3A1	ENSG00000108602	17	19641297	19652256	ENSACAG00000000835	GL344046.1	99700	107492	ortholog_one2one
ULK2	ENSG00000083290	17	19674142	19771249	ENSACAG00000000631	GL344046.1	30105	80192	apparent_ortholog_one2one
AKAP10	ENSG00000108599	17	19807615	19881656	ENSACAG00000014899	GL343393.1	251701	269759	ortholog_one2one
DHRS7B	ENSG00000109016	17	21026677	21096578	ENSACAG00000001620	GL343385.1	826888	836376	ortholog_one2one
TMEM11	ENSG00000178307	17	21100593	21117937	ENSACAG00000001669	GL343385.1	837192	842904	ortholog_one2one
C17orf103	ENSG00000154035	17	21142183	21156722	ENSACAG00000001678	GL343385.1	845885	847873	ortholog_one2one
MAP2K3	ENSG00000034152	17	21187984	21218552	ENSACAG00000001703	GL343385.1	868741	887722	ortholog_one2one
KCNJ12	ENSG00000184185	17	21279509	21323179	ENSACAG00000001841	GL343385.1	938933	940252	ortholog_one2one
WSB1	ENSG00000109046	17	25621102	25640657	ENSACAG00000009019	GL343543.1	251944	277243	ortholog_one2one
KSR1	ENSG00000141068	17	25783670	25953461	ENSACAG00000008179	GL343543.1	410399	438715	ortholog_one2one
NOS2	ENSG00000007171	17	26083792	26127525	ENSACAG00000015623	GL343729.1	116369	178014	ortholog_one2one
NLK	ENSG00000087095	17	26368763	26523407	ENSACAG00000015583	GL343729.1	241	102116	ortholog_one2one
TNFAIP1	ENSG00000109079	17	26662628	26674035	ENSACAG00000008967	GL344488.1	802	16059	ortholog_one2one
TMEM199	ENSG00000244045	17	26684604	26708716	ENSACAG00000011872	GL343470.1	579860	584414	ortholog_one2one
SARM1	ENSG00000004139	17	26691378	26728065	ENSACAG00000012024	GL343470.1	554217	564472	ortholog_one2one
SLC46A1	ENSG00000076351	17	26721661	26734215	ENSACAG00000012091	GL343470.1	548043	564855	ortholog_one2one
SLC13A2	ENSG00000007216	17	26800311	26824799	ENSACAG00000012107	GL343470.1	529958	542376	ortholog_one2one
FOXN1	ENSG00000109101	17	26833261	26865914	ENSACAG00000012187	GL343470.1	488412	497837	ortholog_one2one
UNC119	ENSG00000109103	17	26873725	26879686	ENSACAG00000012218	GL343470.1	467441	481096	ortholog_one2one
PIGS	ENSG00000087111	17	26880401	26898890	ENSACAG00000012235	GL343470.1	452379	466406	ortholog_one2one
ALDOC	ENSG00000109107	17	26900133	26904282	ENSACAG00000012339	GL343470.1	443920	451511	ortholog_one2one
KIAA0100	ENSG00000007202	17	26941458	26972472	ENSACAG00000013883	GL344005.1	66947	106592	ortholog_one2one
SDF2	ENSG00000132581	17	26975374	26989207	ENSACAG00000013866	GL344005.1	50988	57529	ortholog_one2one
PROCA1	ENSG00000167525	17	27030215	27038872	ENSACAG00000013703	GL344662.1	8136	13591	ortholog_one2one
RPL23A	ENSG00000198242	17	27046411	27051377	ENSACAG00000005311	AAWZ02039090	1432	9505	apparent_ortholog_one2one
FAM222B	ENSG00000173065	17	27082996	27182250	ENSACAG00000010118	GL344494.1	13884	25905	ortholog_one2one
ERAL1	ENSG00000132591	17	27181956	27188085	ENSACAG00000010127	GL344494.1	30310	32155	ortholog_one2one
FLOT2	ENSG00000132589	17	27206353	27224697	ENSACAG00000007907	GL344223.1	29224	63220	ortholog_one2one
DHRS13	ENSG00000167536	17	27224799	27230089	ENSACAG00000016242	GL344282.1	44900	52925	ortholog_one2one
PHF12	ENSG00000109118	17	27232268	27278789	ENSACAG00000016184	GL344282.1	12583	35160	ortholog_one2one
PIPOX	ENSG00000179761	17	27277531	27384234	ENSACAG00000013097	GL343462.1	81327	88150	ortholog_one2one
SEZ6	ENSG00000063015	17	27281919	27333458	ENSACAG00000017975	AAWZ02041184	43	4277	ortholog_one2one
MYO18A	ENSG00000196535	17	27400528	27507430	ENSACAG00000012940	GL343462.1	126090	277251	ortholog_one2one
CRYBA1	ENSG00000108255	17	27573881	27581512	ENSACAG00000012895	GL343462.1	268859	278032	ortholog_one2one
NUFIP2	ENSG00000108256	17	27582854	27621136	ENSACAG00000012887	GL343462.1	277824	297253	ortholog_one2one
TAOK1	ENSG00000160551	17	27717482	27878922	ENSACAG00000012732	GL343462.1	300869	333405	ortholog_one2one
TP53I13	ENSG00000167543	17	27893070	27900175	ENSACAG00000021982	GL343462.1	344583	345220	ortholog_one2one
GIT1	ENSG00000108262	17	27900487	27921072	ENSACAG00000012445	GL343462.1	346819	365012	ortholog_one2one
ANKRD13B	ENSG00000198720	17	27916787	27941779	ENSACAG00000012324	GL343462.1	371650	381661	ortholog_one2one
CORO6	ENSG00000167549	17	27941774	27949925	ENSACAG00000012143	GL343462.1	386173	400540	ortholog_one2one
SSH2	ENSG00000141298	17	27952956	28257294	ENSACAG00000012066	GL343462.1	411352	472825	ortholog_one2one
EFCAB5	ENSG00000176927	17	28256218	28435470	ENSACAG00000012043	GL343462.1	475100	501555	ortholog_one2one
NSRP1	ENSG00000126653	17	28442539	28513493	ENSACAG00000011582	GL343462.1	548490	560916	ortholog_one2one
SLC6A4	ENSG00000108576	17	28521337	28563020	ENSACAG00000011633	GL343462.1	525671	547551	ortholog_one2one
BLMH	ENSG00000108578	17	28575218	28619074	ENSACAG00000011973	GL343462.1	507275	523411	ortholog_one2one
TMIGD1	ENSG00000182271	17	28643351	28661077	ENSACAG00000011555	GL343462.1	588416	593473	ortholog_one2one
GOSR1	ENSG00000108587	17	28804380	28854610	ENSACAG00000011526	AAWZ02038986	3081	3359	ortholog_one2one
ATAD5	ENSG00000176208	17	29158988	29222887	ENSACAG00000009606	GL343198.1	1517039	1550593	ortholog_one2one
TEFM	ENSG00000172171	17	29224354	29233838	ENSACAG00000009633	GL343198.1	1552840	1557077	ortholog_one2one
RNF135	ENSG00000181481	17	29295803	29326929	ENSACAG00000009640	GL343198.1	1572445	1573460	ortholog_one2one
OMG	ENSG00000126861	17	29599031	29624557	ENSACAG00000008961	GL343543.1	146731	148032	ortholog_one2one
RAB11FIP4	ENSG00000131242	17	29718642	29865236	ENSACAG00000009413	GL343198.1	760986	976295	ortholog_one2one
UTP6	ENSG00000108651	17	30187923	30228784	ENSACAG00000009472	GL343198.1	1406789	1430906	ortholog_one2one
SUZ12	ENSG00000178691	17	30264037	30328064	ENSACAG00000009504	GL343198.1	1446010	1479682	ortholog_one2one
RHOT1	ENSG00000126858	17	30469473	30580393	ENSACAG00000009645	GL343198.1	1580161	1622766	ortholog_one2one
RHBDL3	ENSG00000141314	17	30593195	30651680	ENSACAG00000009768	GL343198.1	1716909	1796159	ortholog_one2one
C17orf75	ENSG00000108666	17	30651584	30677042	ENSACAG00000009831	GL343198.1	1806711	1823123	ortholog_one2one
ZNF207	ENSG00000010244	17	30677136	30708905	ENSACAG00000009864	GL343198.1	1688511	1836658	ortholog_one2one
PSMD11	ENSG00000108671	17	30771279	30810336	ENSACAG00000016508	6	65423417	65444540	ortholog_one2one
CDK5R1	ENSG00000176749	17	30813637	30818274	ENSACAG00000025684	GL344418.1	19462	20448	apparent_ortholog_one2one
MYO1D	ENSG00000176658	17	30819540	31204195	ENSACAG00000016324	6	65036178	65231117	ortholog_one2one
TMEM98	ENSG00000006042	17	31254928	31272124	ENSACAG00000013101	6	63181045	63200279	ortholog_one2one
SPACA3	ENSG00000141316	17	31297394	31324895	ENSACAG00000014071	GL343252.1	99948	107776	ortholog_one2one
ASIC2	ENSG00000108684	17	31340105	32501983	ENSACAG00000017932	6	71790428	71889012	ortholog_one2one
TMEM132E	ENSG00000181291	17	32907768	32966337	ENSACAG00000011657	GL344800.1	12743	16253	ortholog_one2one
ZNF830	ENSG00000198783	17	33288549	33290205	ENSACAG00000009799	6	56670043	56689325	ortholog_one2one
NLE1	ENSG00000073536	17	33455772	33469334	ENSACAG00000000509	GL344046.1	11479	12545	ortholog_one2one
RASL10B	ENSG00000141150	17	34058668	34070540	ENSACAG00000002753	GL344864.1	17104	17286	ortholog_one2one
C17orf66	ENSG00000172653	17	34181955	34195895	ENSACAG00000022688	2	116058101	116082904	ortholog_one2one
RDM1	ENSG00000187456	17	34245070	34257777	ENSACAG00000012989	6	63392538	63409208	ortholog_one2one
ZNHIT3	ENSG00000108278	17	34842473	34855154	ENSACAG00000009391	GL344386.1	25692	31217	ortholog_one2one
MYO19	ENSG00000141140	17	34851477	34899284	ENSACAG00000009314	GL344386.1	1643	31217	ortholog_one2one
GGNBP2	ENSG00000005955	17	34900737	34946278	ENSACAG00000002577	GL343439.1	794090	805132	ortholog_one2one
MRM1	ENSG00000129282	17	34958001	34965407	ENSACAG00000002573	GL343439.1	774860	786509	ortholog_one2one
LHX1	ENSG00000132130	17	35294084	35301917	ENSACAG00000002508	GL343439.1	342210	360702	ortholog_one2one
AATF	ENSG00000108270	17	35306175	35414171	ENSACAG00000002435	GL343439.1	261718	337118	apparent_ortholog_one2one
TADA2A	ENSG00000108264	17	35766965	35839835	ENSACAG00000014400	GL343439.1	51716	67542	ortholog_one2one
DUSP14	ENSG00000161326	17	35849937	35873603	ENSACAG00000014395	GL343439.1	29412	30011	ortholog_one2one
SYNRG	ENSG00000006114	17	35874900	35969544	ENSACAG00000005381	GL343439.1	90	25398	ortholog_one2one
DDX52	ENSG00000141141	17	35969787	36003493	ENSACAG00000006395	GL345013.1	480	13720	ortholog_one2one
HNF1B	ENSG00000108753	17	36046434	36105237	ENSACAG00000006458	GL343731.1	212613	264040	ortholog_one2one
MRPL45	ENSG00000174100	17	36452989	36479101	ENSACAG00000007343	6	74047232	74057337	ortholog_one2one
GPR179	ENSG00000188888	17	36481413	36499730	ENSACAG00000007374	6	73989446	74039115	ortholog_one2one
SOCS7	ENSG00000174111	17	36508111	36556019	ENSACAG00000007418	6	73953671	73960250	ortholog_one2one
ARHGAP23	ENSG00000225485	17	36584662	36668628	ENSACAG00000007448	6	73716023	73762282	ortholog_one2one
SRCIN1	ENSG00000017373	17	36686251	36762183	ENSACAG00000007498	6	73272088	73699150	ortholog_one2one
C17orf96	ENSG00000179294	17	36827961	36831187	ENSACAG00000017973	6	73193635	73195466	ortholog_one2one
MLLT6	ENSG00000108292	17	36861795	36886056	ENSACAG00000017970	6	72993971	73122165	ortholog_one2one
CISD3	ENSG00000230055	17	36886488	36891297	ENSACAG00000029122	6	72969606	72979212	ortholog_one2one
PCGF2	ENSG00000056661	17	36890150	36906070	ENSACAG00000013234	6	63003747	63074166	ortholog_one2one
PSMB3	ENSG00000108294	17	36908989	36920484	ENSACAG00000013218	6	63091957	63100963	ortholog_one2one
PIP4K2B	ENSG00000141720	17	36921942	36956379	ENSACAG00000013164	6	63106838	63142079	ortholog_one2one
CWC25	ENSG00000108296	17	36957340	36981734	ENSACAG00000013140	6	63147557	63157529	ortholog_one2one
RPL23	ENSG00000125691	17	37004118	37010096	ENSACAG00000013113	6	63165305	63174093	apparent_ortholog_one2one
LASP1	ENSG00000002834	17	37026112	37078023	ENSACAG00000014046	6	80647701	80702643	ortholog_one2one
FBXO47	ENSG00000204952	17	37092685	37123655	ENSACAG00000014090	6	80711854	80729518	ortholog_one2one
PLXDC1	ENSG00000161381	17	37219556	37310647	ENSACAG00000003812	6	78654645	78729539	ortholog_one2one
ARL5C	ENSG00000141748	17	37313147	37324102	ENSACAG00000003879	6	78621647	78644799	ortholog_one2one
CACNB1	ENSG00000067191	17	37329709	37353956	ENSACAG00000017422	6	67321178	67361701	ortholog_one2one
RPL19	ENSG00000108298	17	37356536	37360980	ENSACAG00000017455	6	67405902	67415524	ortholog_one2one
STAC2	ENSG00000141750	17	37366789	37382125	ENSACAG00000017469	6	67440308	67503404	ortholog_one2one
FBXL20	ENSG00000108306	17	37415384	37558776	ENSACAG00000017505	6	67619713	67716979	ortholog_one2one
MED1	ENSG00000125686	17	37560538	37607539	ENSACAG00000017520	6	67729379	67751060	ortholog_one2one
NEUROD2	ENSG00000171532	17	37759789	37766030	ENSACAG00000017561	6	67945294	67946466	ortholog_one2one
STARD3	ENSG00000131748	17	37793318	37819737	ENSACAG00000003823	6	68208253	68253854	ortholog_one2one
PNMT	ENSG00000141744	17	37824234	37826728	ENSACAG00000003800	6	68289536	68297136	ortholog_one2one
PGAP3	ENSG00000161395	17	37827375	37853050	ENSACAG00000003751	6	68284072	68316559	ortholog_one2one
MIEN1	ENSG00000141741	17	37884749	37887040	ENSACAG00000003485	6	68408242	68415673	ortholog_one2one
GRB7	ENSG00000141738	17	37894180	37903544	ENSACAG00000003395	6	68478056	68510051	ortholog_one2one
IKZF3	ENSG00000161405	17	37921198	38020441	ENSACAG00000003308	6	68558456	68599859	ortholog_one2one
ZPBP2	ENSG00000186075	17	38024417	38034149	ENSACAG00000003285	6	68611943	68633279	ortholog_one2one
ORMDL3	ENSG00000172057	17	38077294	38083854	ENSACAG00000003273	6	68783671	68836788	ortholog_one2one
LRRC3C	ENSG00000204913	17	38097727	38101000	ENSACAG00000003283	6	68690136	68690918	ortholog_one2one
PSMD3	ENSG00000108344	17	38137050	38154213	ENSACAG00000003160	6	68929981	68944676	ortholog_one2one
CSF3	ENSG00000108342	17	38171614	38174066	ENSACAG00000026820	6	68967305	68982430	ortholog_one2one
MED24	ENSG00000008838	17	38175350	38217468	ENSACAG00000003026	6	69002467	69075908	ortholog_one2one
THRA	ENSG00000126351	17	38214543	38250120	ENSACAG00000002898	6	69199274	69334548	ortholog_one2one
NR1D1	ENSG00000126368	17	38249040	38256978	ENSACAG00000002847	6	69322211	69338166	ortholog_one2one
MSL1	ENSG00000188895	17	38278551	38293040	ENSACAG00000002768	6	69400603	69415614	ortholog_one2one
CASC3	ENSG00000108349	17	38296571	38328436	ENSACAG00000002674	6	69422393	69441600	ortholog_one2one
RAPGEFL1	ENSG00000108352	17	38333263	38351908	ENSACAG00000002541	6	69545041	69581271	ortholog_one2one
WIPF2	ENSG00000171475	17	38375556	38440388	ENSACAG00000002522	6	69595881	69623222	ortholog_one2one
CDC6	ENSG00000094804	17	38443885	38459171	ENSACAG00000002503	6	69630079	69653624	ortholog_one2one
RARA	ENSG00000131759	17	38465444	38513094	ENSACAG00000002413	6	69727311	69962541	ortholog_one2one
GJD3	ENSG00000183153	17	38517235	38520067	ENSACAG00000002406	6	69990067	69990795	ortholog_one2one
TOP2A	ENSG00000131747	17	38544768	38574202	ENSACAG00000001904	6	70009033	70047926	ortholog_one2one
IGFBP4	ENSG00000141753	17	38599702	38613983	ENSACAG00000016160	6	70118817	70172771	ortholog_one2one
TNS4	ENSG00000131746	17	38632080	38657849	ENSACAG00000016132	6	70223876	70246257	ortholog_one2one
